Price,Close,High,Low,Open,Volume,Date,Return,Daily_Range,MA_7,MA_30,Volatility_7,Year,Month,DayOfWeek,Lag_1,Lag_7,Volume_MA_7
2014-04-03,4.563197612762451,4.637597586693964,4.538397734076282,4.637597586693964,9400,2014-04-03,-0.009992233848976628,0.09919985261768183,4.590021882738386,,0.036790994442710195,2014,4,3,4.609254360198975,4.761595249176025,22428.571428571428
2014-04-04,4.435655117034912,4.58445473279233,4.428569244065358,4.58445473279233,20800,2014-04-04,-0.027950245979009414,0.15588548872697228,4.592552525656564,,0.025490218693228005,2014,4,4,4.563197612762451,4.417940616607666,21800.0
2014-04-07,4.428568363189697,4.432111298969757,4.251425628662109,4.428568363189697,22600,2014-04-07,-0.0015976791833969273,0.18068567030764804,4.560666697365897,,0.011307880341720821,2014,4,0,4.435655117034912,4.651769161224365,17800.0
2014-04-08,4.304569244384766,4.428569320508205,4.25496948423381,4.4250263839622725,17000,2014-04-08,-0.027999820401467312,0.1735998362743949,4.517646312713623,,0.01387444911182728,2014,4,1,4.428568363189697,4.605711936950684,19628.571428571428
2014-04-09,4.251424789428711,4.304567464147416,4.212453517159854,4.29287604867947,8000,2014-04-09,-0.01234605646671394,0.09211394698756248,4.460960456303188,,0.01113899037702744,2014,4,2,4.304569244384766,4.648225784301758,14600.0
2014-04-10,4.254969596862793,4.262055132269187,4.163563791221767,4.215997969572006,70600,2014-04-10,0.0008337928129167338,0.09849134104741974,4.406805583408901,,0.0117731945384323,2014,4,3,4.251424789428711,4.634053707122803,22600.0
2014-04-11,4.240797519683838,4.240797519683838,4.218831721427804,4.218831721427804,13600,2014-04-11,-0.0033307117374949957,0.02196579825603351,4.354168891906738,,0.011987861966029785,2014,4,4,4.254969596862793,4.609254360198975,23142.85714285714
2014-04-14,4.230169296264648,4.230169296264648,4.127426500815638,4.1628551907799975,15200,2014-04-14,-0.0025061850677515762,0.10274279544901077,4.306593418121338,,0.012495932046889797,2014,4,0,4.240797519683838,4.563197612762451,23971.428571428572
2014-04-15,4.152226448059082,4.198283606858886,4.127426231552723,4.127426231552723,18800,2014-04-15,-0.018425467811510998,0.0708573753061632,4.266103608267648,,0.01069293499757825,2014,4,1,4.230169296264648,4.435655117034912,23685.714285714286
2014-04-16,4.215996742248535,4.233711082417231,4.177025464175754,4.180568399784081,15400,2014-04-16,0.015358096430232449,0.056685618241476554,4.235736233847482,,0.014112501919926674,2014,4,2,4.152226448059082,4.428568363189697,22657.14285714286
2014-04-17,4.251424789428711,4.258510659590078,4.230167516817498,4.233710451898181,79200,2014-04-17,0.00840324349047794,0.028343142772579988,4.22814416885376,,0.011517098899361823,2014,4,3,4.215996742248535,4.304569244384766,31542.85714285714
2014-04-21,4.145140647888184,4.254969311235511,4.127426303751775,4.254969311235511,8600,2014-04-21,-0.024999652305929487,0.12754300748373648,4.212960720062256,,0.014154585554957062,2014,4,0,4.251424789428711,4.251424789428711,31628.571428571428
2014-04-22,4.1699419021606445,4.244341557870113,4.1564790107828085,4.159313090310924,10800,2014-04-22,0.0059832117602804935,0.08786254708730468,4.200813906533377,,0.014547168999253403,2014,4,1,4.145140647888184,4.254969596862793,23085.714285714286
2014-04-23,4.16285514831543,4.215997844846843,3.716455281108675,4.138055268317174,33800,2014-04-23,-0.0016994850315643628,0.4995425637381681,4.189679282052176,,0.014550095294125293,2014,4,2,4.1699419021606445,4.240797519683838,25971.428571428572
2014-04-24,3.989254951477051,4.109712079775785,3.971895037049679,4.109712079775785,8000,2014-04-24,-0.04170219492470906,0.1378170427261063,4.1552629470825195,,0.020749469644319986,2014,4,3,4.16285514831543,4.230169296264648,24942.85714285714
2014-04-25,4.166396141052246,4.240796084209353,4.017596254738033,4.017596254738033,7200,2014-04-25,0.04440457973477163,0.22319982947132022,4.157287188938686,,0.027917364603825445,2014,4,4,3.989254951477051,4.152226448059082,23285.714285714286
2014-04-28,4.180569171905518,4.247883271531472,4.177026235642836,4.240797736879108,23800,2014-04-28,0.0034017482671948596,0.07085703588863623,4.152226107461112,4.441441059112549,0.027237196564563776,2014,4,0,4.166396141052246,4.215996742248535,24485.714285714286
2014-04-29,4.194741249084473,4.24788395002087,4.148684083932171,4.148684083932171,12400,2014-04-29,0.003389987486439594,0.09919986608869902,4.144128458840506,4.424199199676513,0.027017227569287542,2014,4,1,4.180569171905518,4.251424789428711,14942.857142857143
2014-04-30,4.102626800537109,4.1274266818762575,4.0955412649572285,4.1274266818762575,1200,2014-04-30,-0.02195950669602509,0.03188541691902902,4.1380550520760675,4.392667818069458,0.026599648754331805,2014,4,2,4.194741249084473,4.145140647888184,13885.714285714286
2014-05-01,4.130969047546387,4.14336898650182,4.130969047546387,4.14336898650182,1400,2014-05-01,0.006908317131250286,0.012399938955433676,4.132487501416888,4.365033578872681,0.026643367491630786,2014,5,3,4.102626800537109,4.1699419021606445,12542.857142857143
2014-05-02,4.152226448059082,4.233711956638961,4.152226448059082,4.233711956638961,2200,2014-05-02,0.005145862936281498,0.08148550857987935,4.130969115665981,4.338107919692993,0.02674043193023754,2014,5,4,4.130969047546387,4.16285514831543,8028.571428571428
2014-05-05,4.16285514831543,4.233712189648322,4.060112353914481,4.177026556582009,22400,2014-05-05,0.002559759297645181,0.17359983573384064,4.155769143785749,4.320511754353841,0.019506876389263555,2014,5,0,4.152226448059082,3.989254951477051,10085.714285714286
2014-05-06,4.074283599853516,4.155769109671541,4.074283599853516,4.155769109671541,1400,2014-05-06,-0.021276634738961797,0.08148550981802494,4.1426102093287875,4.309647019704183,0.012719111750884747,2014,5,1,4.16285514831543,4.166396141052246,9257.142857142857
2014-05-07,4.173482894897461,4.180568766736081,4.042397306739696,4.152225955127535,6000,2014-05-07,0.024347665696985876,0.1381714599963848,4.141597884041922,4.290043274561564,0.01643097331037575,2014,5,2,4.074283599853516,4.180569171905518,6714.285714285715
2014-05-08,4.180569171905518,4.180569171905518,4.180569171905518,4.180569171905518,16800,2014-05-08,0.0016979288490004407,0.0,4.139573301587786,4.282130893071493,0.016382997338872184,2014,5,3,4.173482894897461,4.194741249084473,7342.857142857143
2014-05-09,4.084910869598389,4.155767887265832,4.084910869598389,4.148682354435544,4000,2014-05-09,-0.022881645626145142,0.07085701766744368,4.1370424543108255,4.26323561668396,0.016587972809501212,2014,5,4,4.180569171905518,4.102626800537109,7742.857142857143
2014-05-12,4.180569171905518,4.187654706557882,4.146203433478104,4.152226357550063,11800,2014-05-12,0.023417476013750438,0.041451273079777806,4.14412818636213,4.2490641911824545,0.018837841295973507,2014,5,0,4.084910869598389,4.130969047546387,9228.57142857143
2014-05-13,4.10971212387085,4.113254722250063,4.03885475031863,4.077826373346951,12200,2014-05-13,-0.01694913900978967,0.07439997193143277,4.138054711478097,4.231113735834757,0.02000987496488541,2014,5,1,4.180569171905518,4.152226448059082,10657.142857142857
2014-05-14,4.092351913452148,4.177026266236215,4.003426442569326,4.003426442569326,9600,2014-05-14,-0.004224191353420115,0.17359982366688875,4.127982820783343,4.213057009379069,0.019956114476970228,2014,5,2,4.10971212387085,4.16285514831543,8828.57142857143
